Wavelength (nm),% Transmission,Optical Density
919,0.00123,4.91143
918,0.00128,4.89421
917,0.0014,4.85246
916,0.00177,4.75227
915,0.00191,4.71953
914,0.00213,4.6721
913,0.00253,4.59632
912,0.00291,4.53615
911,0.0033,4.48115
910,0.00398,4.40017
909,0.00477,4.32181
908,0.00572,4.24287
907,0.00667,4.17593
906,0.00821,4.08569
905,0.01024,3.98955
904,0.01247,3.90405
903,0.01553,3.80878
902,0.01931,3.71417
901,0.02457,3.60956
900,0.03154,3.50112
899,0.0415,3.38191
898,0.05558,3.25509
897,0.07545,3.12232
896,0.10571,2.97587
895,0.15202,2.8181
894,0.22714,2.64371
893,0.35229,2.45309
892,0.54826,2.26101
891,0.86588,2.06254
890,1.34728,1.87054
889,2.03588,1.69125
888,2.91468,1.53541
887,4.04669,1.3929
886,5.01029,1.30014
885,5.83555,1.23392
884,6.48735,1.18793
883,7.53198,1.12309
882,8.86255,1.05244
881,10.56104,0.97629
880,12.71328,0.89574
879,15.27615,0.81599
878,18.61508,0.73014
877,22.94425,0.63933
876,28.36169,0.54727
875,35.18596,0.45363
874,43.28664,0.36365
873,51.70222,0.28649
872,59.54764,0.22514
871,65.88309,0.18123
870,70.07066,0.15446
869,72.06413,0.14228
868,72.80293,0.13785
867,72.85144,0.13756
866,72.68721,0.13854
865,72.5596,0.13931
864,72.66866,0.13865
863,72.83449,0.13766
862,73.00108,0.13667
861,73.15323,0.13577
860,73.34717,0.13462
859,73.39776,0.13432
858,73.4493,0.13401
857,73.38629,0.13439
856,73.31178,0.13483
855,73.24099,0.13525
854,73.09596,0.13611
853,72.98575,0.13676
852,72.74863,0.13818
851,72.36968,0.14044
850,71.93916,0.14303
849,71.12551,0.14797
848,69.97197,0.15508
847,68.5924,0.16372
846,66.97347,0.1741
845,65.21772,0.18563
844,63.53078,0.19702
843,62.11913,0.20677
842,60.94279,0.21508
841,59.91597,0.22246
840,58.6778,0.23153
839,56.86057,0.24519
838,54.46064,0.26392
837,51.17052,0.29098
836,46.93362,0.32852
835,41.9797,0.37696
834,36.78128,0.43437
833,31.74174,0.49837
832,27.22416,0.56505
831,23.59134,0.62725
830,20.31925,0.69209
829,17.63841,0.75354
828,15.38482,0.81291
827,13.2419,0.87805
826,11.30279,0.94681
825,9.56482,1.01932
824,8.01821,1.09592
823,6.60039,1.18043
822,5.37262,1.26981
821,4.31007,1.36552
820,3.31513,1.4795
819,2.43832,1.61291
818,1.7059,1.76805
817,1.11087,1.95434
816,0.6928,2.15939
815,0.41528,2.38166
814,0.24605,2.60897
813,0.14613,2.83527
812,0.09177,3.03728
811,0.05919,3.22777
810,0.04011,3.39678
809,0.02884,3.53994
808,0.02059,3.68629
807,0.01534,3.81427
806,0.01148,3.94021
805,0.00898,4.04669
804,0.00683,4.16533
803,0.00501,4.3001
802,0.00403,4.39444
801,0.00242,4.61698
800,0.00203,4.69298
799,6.05E-04,5.21818
798,5.48E-04,5.26148
797,4.65E-04,5.33234
796,4.29E-04,5.3679
795,3.69E-04,5.43266
794,3.21E-04,5.49392
793,2.84E-04,5.54702
792,2.46E-04,5.60957
791,2.24E-04,5.64895
790,2.17E-04,5.6643
789,1.75E-04,5.75709
788,1.61E-04,5.79295
787,1.50E-04,5.82308
786,1.31E-04,5.8823
785,1.40E-04,5.85299
784,1.09E-04,5.9638
783,1.12E-04,5.95159
782,9.81E-05,6.00832
781,9.66E-05,6.015
780,1.02E-04,5.99337
779,7.73E-05,6.11174
778,7.90E-05,6.10234
777,5.70E-05,6.24429
776,5.06E-05,6.29593
775,7.56E-05,6.12171
774,5.07E-05,6.29484
773,4.15E-05,6.38143
772,3.28E-05,6.4844
771,3.46E-05,6.46105
770,2.62E-05,6.58126
769,1.20E-05,6.92194
768,1.22E-05,6.91356
767,1.04E-05,6.98169
766,2.09E-05,6.68039
765,3.39E-06,7.46959
764,9.63E-06,7.01624
763,5.28E-07,8.27751
762,6.42E-06,7.19232
761,1.51E-05,6.8207
760,1.31E-05,6.88383
759,9.62E-06,7.01705
758,5.56E-07,8.25484
757,1.46E-05,6.83526
756,2.25E-05,6.64835
755,3.46E-06,7.46152
754,4.84E-06,7.31501
753,1.12E-06,7.95263
752,1.96E-05,6.70804
751,7.64E-06,7.11682
750,5.64E-07,8.2491
749,2.01E-06,7.6973
748,6.96E-06,7.15726
747,1.21E-05,6.91593
746,6.49E-06,7.18795
745,5.46E-06,7.26244
744,1.31E-06,7.88225
743,1.23E-05,6.90901
742,1.48E-06,7.82864
741,7.65E-06,7.11624
740,2.73E-06,7.56356
739,6.55E-06,7.18404
738,1.70E-05,6.76915
737,5.71E-06,7.24312
736,6.08E-07,8.21639
735,1.92E-06,7.71747
734,5.49E-06,7.26077
733,1.97E-05,6.70611
732,5.54E-06,7.25632
731,1.36E-06,7.8676
730,1.20E-06,7.9211
729,1.79E-05,6.74813
728,1.72E-06,7.76385
727,8.76E-08,9.05754
726,5.26E-06,7.27892
725,1.02E-05,6.99275
724,8.51E-06,7.06984
723,1.25E-06,7.90364
722,3.19E-07,8.4958
721,8.03E-06,7.09545
720,1.73E-05,6.76189
719,1.30E-05,6.88645
718,5.94E-06,7.22621
717,2.57E-06,7.59077
716,2.18E-05,6.66229
715,3.90E-06,7.40937
714,7.15E-06,7.14599
713,5.29E-06,7.27681
712,1.21E-05,6.91823
711,6.36E-06,7.19685
710,1.04E-05,6.98186
709,1.46E-05,6.8371
708,1.01E-05,6.99468
707,3.77E-06,7.42351
706,1.31E-05,6.88212
705,1.98E-05,6.70278
704,4.23E-07,8.37371
703,5.03E-06,7.29841
702,7.25E-08,9.13977
701,1.62E-05,6.79055
700,4.25E-06,7.37189
699,7.16E-06,7.14513
698,2.03E-05,6.6916
697,5.08E-06,7.29376
696,6.83E-06,7.16567
695,1.95E-05,6.70896
694,8.21E-06,7.08554
693,7.55E-06,7.12231
692,3.63E-06,7.44007
691,1.33E-05,6.87556
690,7.20E-06,7.1425
689,1.21E-06,7.91583
688,1.11E-05,6.95481
687,6.40E-06,7.19394
686,5.69E-07,8.24459
685,1.27E-05,6.89537
684,4.97E-06,7.30399
683,3.77E-06,7.42422
682,9.35E-06,7.02902
681,1.27E-05,6.89633
680,5.77E-06,7.23889
679,4.53E-06,7.34405
678,1.06E-05,6.97373
677,5.59E-07,8.25294
676,7.61E-06,7.11875
675,1.27E-06,7.89637
674,1.25E-05,6.90419
673,1.80E-06,7.74592
672,1.08E-07,8.96849
671,1.16E-06,7.93414
670,1.95E-05,6.71031
669,5.68E-07,8.2454
668,4.70E-07,8.32813
667,6.23E-06,7.20516
666,1.43E-05,6.84367
665,4.84E-07,8.31543
664,6.43E-08,9.19175
663,5.36E-07,8.27117
662,1.10E-06,7.95828
661,1.02E-06,7.98939
660,7.34E-07,8.13421
659,6.70E-06,7.17375
658,2.25E-06,7.64754
657,6.30E-06,7.20068
656,2.51E-07,8.6002
655,1.18E-06,7.92666
654,4.74E-06,7.32382
653,2.11E-06,7.67669
652,5.09E-06,7.29336
651,8.03E-06,7.0951
650,6.94E-06,7.15838
649,4.20E-06,7.37658
648,1.62E-06,7.7908
647,7.77E-07,8.10969
646,2.08E-06,7.68193
645,6.02E-06,7.2203
644,9.07E-06,7.04235
643,3.87E-06,7.41176
642,1.19E-05,6.92352
641,1.12E-06,7.95094
640,6.22E-06,7.20599
639,5.20E-06,7.28366
638,1.23E-05,6.9093
637,7.13E-06,7.1469
636,2.45E-05,6.61012
635,7.87E-06,7.1038
634,9.29E-06,7.0318
633,1.48E-05,6.82943
632,8.38E-06,7.07696
631,1.10E-05,6.9574
630,2.01E-06,7.69588
629,4.13E-06,7.38408
628,7.89E-06,7.1031
627,2.36E-06,7.62761
626,1.53E-06,7.81586
625,9.41E-07,8.02647
624,6.78E-06,7.16866
623,8.92E-06,7.04987
622,1.39E-08,9.85642
621,5.03E-06,7.2986
620,1.35E-05,6.86978
619,7.28E-06,7.13759
618,5.80E-06,7.23624
617,1.36E-06,7.86757
616,5.92E-06,7.22757
615,2.15E-05,6.6666
614,5.20E-06,7.28378
613,6.13E-06,7.21277
612,4.88E-06,7.31175
611,2.82E-06,7.55028
610,9.98E-06,7.00093
609,2.01E-06,7.6968
608,1.73E-05,6.76078
607,4.08E-06,7.38982
606,4.16E-06,7.38058
605,6.82E-06,7.16626
604,4.71E-06,7.32692
603,7.77E-07,8.1098
602,4.75E-06,7.3233
601,5.20E-06,7.28361
600,3.34E-06,7.47657
599,9.68E-06,7.01434
598,1.57E-06,7.80299
597,4.77E-06,7.32124
596,6.59E-06,7.18079
595,4.38E-06,7.35806
594,9.91E-06,7.00386
593,4.13E-06,7.38363
592,2.55E-06,7.59295
591,4.90E-06,7.30972
590,1.72E-06,7.7649
589,7.45E-06,7.12788
588,4.52E-06,7.34461
587,6.81E-06,7.16667
586,8.01E-06,7.09634
585,4.57E-06,7.33966
584,9.33E-06,7.02995
583,4.22E-06,7.37494
582,8.82E-06,7.05455
581,2.11E-06,7.67658
580,5.00E-06,7.3008
579,7.26E-06,7.13906
578,6.14E-06,7.21171
577,6.53E-06,7.18537
576,8.25E-06,7.08361
575,2.64E-06,7.57763
574,4.56E-06,7.34074
573,9.39E-06,7.02741
572,6.36E-06,7.19637
571,4.08E-06,7.38908
570,1.88E-06,7.72516
569,2.94E-06,7.53147
568,1.97E-05,6.70598
567,1.81E-06,7.74205
