Wavelength (nm),% Transmission,Optical Density
1961,21.45184,0.66854
1960,21.52826,0.66699
1959,21.66084,0.66432
1958,21.74318,0.66268
1957,21.88536,0.65985
1956,21.98258,0.65792
1955,22.14762,0.65467
1954,22.28768,0.65194
1953,22.46343,0.64852
1952,22.61354,0.64563
1951,22.78871,0.64228
1950,22.95868,0.63905
1949,23.20498,0.63442
1948,23.3982,0.63082
1947,23.63371,0.62647
1946,23.88415,0.62189
1945,24.16006,0.6169
1944,24.41349,0.61237
1943,24.69176,0.60745
1942,24.96823,0.60261
1941,25.30677,0.59676
1940,25.65911,0.59076
1939,26.03884,0.58438
1938,26.35654,0.57911
1937,26.76531,0.57243
1936,27.16981,0.56591
1935,27.64686,0.55835
1934,28.07909,0.55162
1933,28.54827,0.54442
1932,29.01616,0.53736
1931,29.54758,0.52948
1930,30.07099,0.52185
1929,30.63032,0.51385
1928,31.20728,0.50574
1927,31.89617,0.49626
1926,32.52658,0.48776
1925,33.20607,0.47878
1924,33.86015,0.47031
1923,34.60142,0.46091
1922,35.30931,0.45211
1921,36.18751,0.44144
1920,37.06711,0.43101
1919,37.93898,0.42091
1918,38.84329,0.41068
1917,39.74008,0.40077
1916,40.63583,0.39109
1915,41.60851,0.38082
1914,42.61699,0.37042
1913,43.72277,0.35929
1912,44.84359,0.3483
1911,46.02969,0.33696
1910,47.14856,0.32653
1909,48.30477,0.31601
1908,49.36748,0.30656
1907,50.63929,0.29551
1906,51.78497,0.2858
1905,53.21544,0.27396
1904,54.49749,0.26362
1903,55.85094,0.25297
1902,57.0555,0.2437
1901,58.32664,0.23413
1900,59.46964,0.2257
1899,60.83083,0.21588
1898,62.00066,0.2076
1897,63.21046,0.19921
1896,64.18934,0.19254
1895,65.24799,0.18543
1894,66.04704,0.18015
1893,66.81861,0.1751
1892,67.56662,0.17027
1891,68.15833,0.16648
1890,68.66219,0.16328
1889,69.00089,0.16115
1888,69.19334,0.15994
1887,69.28446,0.15936
1886,69.14428,0.16024
1885,68.85707,0.16205
1884,68.40767,0.1649
1883,67.79195,0.16882
1882,67.16718,0.17284
1881,66.2569,0.17877
1880,65.38017,0.18455
1879,64.3009,0.19178
1878,63.19073,0.19935
1877,61.80353,0.20899
1876,60.54861,0.2179
1875,58.98908,0.22923
1874,57.72443,0.23864
1873,56.10359,0.25101
1872,54.64473,0.26245
1871,52.99363,0.27578
1870,51.42101,0.28886
1869,49.86034,0.30224
1868,48.36486,0.31547
1867,46.85644,0.32923
1866,45.37377,0.3432
1865,43.94465,0.35709
1864,42.49342,0.37168
1863,41.21447,0.38495
1862,39.87303,0.39932
1861,38.56883,0.41376
1860,37.28119,0.42851
1859,36.12606,0.44218
1858,34.98374,0.45613
1857,33.8672,0.47022
1856,32.70411,0.4854
1855,31.72899,0.49854
1854,30.72588,0.5125
1853,29.77175,0.5262
1852,28.85968,0.53971
1851,28.0005,0.55283
1850,27.17055,0.5659
1849,26.31984,0.57972
1848,25.57889,0.59212
1847,24.79598,0.60562
1846,24.16295,0.61685
1845,23.49193,0.62908
1844,22.82319,0.64162
1843,22.1842,0.65396
1842,21.68911,0.66376
1841,21.1758,0.67416
1840,20.65024,0.68507
1839,20.14625,0.69581
1838,19.62427,0.70721
1837,19.17492,0.71727
1836,18.71732,0.72776
1835,18.33049,0.73683
1834,17.96684,0.74553
1833,17.61623,0.75409
1832,17.22485,0.76384
1831,16.89721,0.77218
1830,16.60563,0.77974
1829,16.31489,0.78742
1828,16.03572,0.79491
1827,15.74893,0.80275
1826,15.52447,0.80898
1825,15.29234,0.81553
1824,15.10401,0.82091
1823,14.87807,0.82745
1822,14.68579,0.8331
1821,14.51589,0.83816
1820,14.36466,0.8427
1819,14.21411,0.84728
1818,14.06782,0.85177
1817,13.93832,0.85579
1816,13.79954,0.86014
1815,13.70061,0.86326
1814,13.6066,0.86625
1813,13.52484,0.86887
1812,13.45455,0.87113
1811,13.36529,0.87402
1810,13.33079,0.87514
1809,13.27926,0.87683
1808,13.25624,0.87758
1807,13.21537,0.87892
1806,13.21137,0.87905
1805,13.20544,0.87925
1804,13.19591,0.87956
1803,13.2083,0.87915
1802,13.22841,0.87849
1801,13.28376,0.87668
1800,13.31424,0.87568
1799,13.36741,0.87395
1798,13.4374,0.87168
1797,13.50915,0.86937
1796,13.60106,0.86643
1795,13.68398,0.86379
1794,13.81243,0.85973
1793,13.93266,0.85597
1792,14.05747,0.85209
1791,14.19371,0.8479
1790,14.35602,0.84297
1789,14.53963,0.83745
1788,14.71043,0.83237
1787,14.91628,0.82634
1786,15.14049,0.81986
1785,15.3744,0.8132
1784,15.61535,0.80645
1783,15.86887,0.79945
1782,16.15593,0.79167
1781,16.43756,0.78416
1780,16.77229,0.77541
1779,17.09286,0.76719
1778,17.4457,0.75831
1777,17.82152,0.74906
1776,18.20056,0.73992
1775,18.62996,0.72979
1774,19.09476,0.71909
1773,19.59484,0.70786
1772,20.08951,0.69703
1771,20.63144,0.68547
1770,21.22441,0.67316
1769,21.8259,0.66103
1768,22.50771,0.64767
1767,23.24456,0.63368
1766,24.05157,0.61886
1765,24.83185,0.60499
1764,25.67744,0.59045
1763,26.63547,0.57454
1762,27.58917,0.55926
1761,28.6349,0.5431
1760,29.72753,0.52684
1759,30.818,0.5112
1758,32.00747,0.49475
1757,33.23235,0.47844
1756,34.50933,0.46206
1755,35.88115,0.44513
1754,37.2606,0.42875
1753,38.63794,0.41299
1752,40.04367,0.39747
1751,41.47147,0.38225
1750,42.94247,0.36711
1749,44.35946,0.35301
1748,45.86949,0.33848
1747,47.26808,0.32543
1746,48.52827,0.31401
1745,49.84569,0.30237
1744,50.95269,0.29283
1743,51.91396,0.28472
1742,52.80188,0.27735
1741,53.54744,0.27126
1740,54.0383,0.2673
1739,54.34072,0.26487
1738,54.38939,0.26449
1737,54.29202,0.26526
1736,53.9352,0.26813
1735,53.30166,0.27326
1734,52.48978,0.27993
1733,51.48176,0.28835
1732,50.34085,0.29808
1731,48.91105,0.31059
1730,47.52323,0.32309
1729,45.81701,0.33897
1728,44.00879,0.35646
1727,42.35404,0.37311
1726,40.4986,0.39256
1725,38.69136,0.41239
1724,36.90596,0.4329
1723,35.07782,0.45497
1722,33.37352,0.4766
1721,31.6993,0.49895
1720,30.18636,0.52019
1719,28.68683,0.54232
1718,27.2627,0.56443
1717,25.90918,0.58655
1716,24.61239,0.60885
1715,23.38212,0.63112
1714,22.25685,0.65254
1713,21.15772,0.67453
1712,20.12554,0.69625
1711,19.14729,0.71789
1710,18.18622,0.74026
1709,17.29961,0.76196
1708,16.51354,0.78216
1707,15.7044,0.80398
1706,14.98911,0.82422
1705,14.31263,0.84428
1704,13.65539,0.8647
1703,13.04833,0.88444
1702,12.49008,0.90343
1701,11.98569,0.92134
1700,11.51421,0.93877
1699,11.07737,0.95556
1698,10.68619,0.97118
1697,10.31203,0.98666
1696,9.96669,1.00145
1695,9.64373,1.01575
1694,9.34424,1.02946
1693,9.05229,1.04324
1692,8.78094,1.05646
1691,8.51632,1.06975
1690,8.27028,1.08248
1689,8.05121,1.09414
1688,7.84525,1.10539
1687,7.67015,1.1152
1686,7.50023,1.12493
1685,7.34603,1.13395
1684,7.19365,1.14305
1683,7.05062,1.15177
1682,6.91757,1.16005
1681,6.78161,1.16867
1680,6.64918,1.17723
1679,6.52494,1.18542
1678,6.38303,1.19497
1677,6.25365,1.20387
1676,6.12766,1.21271
1675,6.00296,1.22163
1674,5.89145,1.22978
1673,5.78403,1.23777
1672,5.69025,1.24487
1671,5.60329,1.25156
1670,5.5405,1.25645
1669,5.49173,1.26029
1668,5.45253,1.2634
1667,5.42591,1.26553
1666,5.41732,1.26622
1665,5.42334,1.26573
1664,5.43072,1.26514
1663,5.4524,1.26341
1662,5.4732,1.26176
1661,5.50109,1.25955
1660,5.52749,1.25747
1659,5.55829,1.25506
1658,5.58907,1.25266
1657,5.61276,1.25082
1656,5.64688,1.24819
1655,5.66929,1.24647
1654,5.70065,1.24408
1653,5.73121,1.24175
1652,5.76798,1.23898
1651,5.80278,1.23636
1650,5.83891,1.23367
1649,5.88434,1.2303
1648,5.93472,1.2266
1647,5.99341,1.22233
1646,6.0503,1.21822
1645,6.12205,1.2131
1644,6.19402,1.20803
1643,6.2771,1.20224
1642,6.36058,1.1965
1641,6.45602,1.19004
1640,6.55734,1.18327
1639,6.65592,1.17679
1638,6.76551,1.1697
1637,6.8725,1.16289
1636,6.99199,1.1554
1635,7.11762,1.14767
1634,7.24985,1.13967
1633,7.39645,1.13098
1632,7.54393,1.1224
1631,7.6962,1.11372
1630,7.85866,1.10465
1629,8.03607,1.09496
1628,8.21917,1.08517
1627,8.41327,1.07504
1626,8.61638,1.06468
1625,8.81947,1.05456
1624,9.02216,1.04469
1623,9.24509,1.03409
1622,9.47739,1.02331
1621,9.71727,1.01246
1620,9.97377,1.00114
1619,10.23603,0.98987
1618,10.48576,0.9794
1617,10.76999,0.96778
1616,11.06481,0.95606
1615,11.36369,0.94448
1614,11.67738,0.93265
1613,12.00025,0.92081
1612,12.32836,0.90909
1611,12.64498,0.89808
1610,12.98781,0.88646
1609,13.33043,0.87516
1608,13.68366,0.8638
1607,14.05197,0.85226
1606,14.39408,0.84182
1605,14.74929,0.83123
1604,15.11232,0.82067
1603,15.46815,0.81056
1602,15.82848,0.80056
1601,16.17151,0.79125
1600,16.52743,0.78179
1599,16.85927,0.77316
1598,17.1858,0.76483
1597,17.48497,0.75734
1596,17.79708,0.74965
1595,18.08006,0.7428
1594,18.36523,0.736
1593,18.65526,0.7292
1592,18.88904,0.72379
1591,19.105,0.71885
1590,19.34192,0.7135
1589,19.53975,0.70908
1588,19.73101,0.70485
1587,19.89774,0.7012
1586,20.04415,0.69801
1585,20.17236,0.69524
1584,20.31378,0.69221
1583,20.41975,0.68995
1582,20.51696,0.68789
1581,20.62093,0.68569
1580,20.69123,0.68421
1579,20.77142,0.68253
1578,20.84026,0.6811
1577,20.88856,0.68009
1576,20.95069,0.6788
1575,21.02146,0.67734
1574,21.05966,0.67655
1573,21.10192,0.67568
1572,21.17393,0.6742
1571,21.21977,0.67326
1570,21.27235,0.67218
1569,21.35693,0.67046
1568,21.38463,0.6699
1567,21.46541,0.66826
1566,21.56824,0.66619
1565,21.65375,0.66447
1564,21.76006,0.66234
1563,21.89221,0.65971
1562,22.02609,0.65706
1561,22.1719,0.6542
1560,22.34221,0.65087
1559,22.5105,0.64761
1558,22.70569,0.64387
1557,22.93928,0.63942
1556,23.17324,0.63501
1555,23.43876,0.63007
1554,23.72374,0.62482
1553,24.02845,0.61927
1552,24.3754,0.61305
1551,24.76913,0.60609
1550,25.17265,0.59907
1549,25.60594,0.59166
1548,26.08616,0.58359
1547,26.59862,0.57514
1546,27.18873,0.56561
1545,27.76829,0.55645
1544,28.44225,0.54604
1543,29.17731,0.53495
1542,29.96951,0.52332
1541,30.79816,0.51148
1540,31.67803,0.49924
1539,32.67283,0.48581
1538,33.70562,0.4723
1537,34.85743,0.4577
1536,36.1056,0.44243
1535,37.36115,0.42758
1534,38.79997,0.41117
1533,40.27562,0.39496
1532,41.85839,0.37822
1531,43.56524,0.36086
1530,45.36385,0.34329
1529,47.26735,0.32544
1528,49.13002,0.30865
1527,51.14329,0.29121
1526,53.20202,0.27407
1525,55.19252,0.25812
1524,57.38066,0.24123
1523,59.3708,0.22643
1522,61.27715,0.2127
1521,63.07135,0.20017
1520,64.68674,0.18918
1519,65.91894,0.18099
1518,66.99969,0.17393
1517,67.73734,0.16917
1516,67.96832,0.16769
1515,67.80677,0.16873
1514,67.22918,0.17244
1513,66.34013,0.17822
1512,64.96221,0.18734
1511,63.26107,0.19886
1510,61.18076,0.21339
1509,58.99935,0.22915
1508,56.563,0.24747
1507,53.94475,0.26805
1506,51.39425,0.28909
1505,48.56171,0.31371
1504,45.89123,0.33827
1503,43.46804,0.36183
1502,41.00171,0.3872
1501,38.58357,0.4136
1500,36.38523,0.43907
1499,34.19918,0.46598
1498,32.17047,0.49254
1497,30.37492,0.51748
1496,28.64507,0.54295
1495,27.00427,0.56857
1494,25.52264,0.59307
1493,24.13749,0.61731
1492,22.81561,0.64177
1491,21.62392,0.66507
1490,20.54048,0.68739
1489,19.53054,0.70929
1488,18.53577,0.73199
1487,17.67235,0.75271
1486,16.87616,0.77273
1485,16.11568,0.79275
1484,15.46023,0.81078
1483,14.84964,0.82828
1482,14.26274,0.8458
1481,13.74114,0.86198
1480,13.24782,0.87786
1479,12.7808,0.89344
1478,12.37755,0.90737
1477,11.97293,0.9218
1476,11.63445,0.93425
1475,11.30826,0.9466
1474,11.00455,0.95843
1473,10.72129,0.96975
1472,10.47034,0.98004
1471,10.25045,0.98926
1470,10.03142,0.99864
1469,9.84133,1.00695
1468,9.66949,1.0146
1467,9.51803,1.02145
1466,9.37028,1.02825
1465,9.24689,1.034
1464,9.1335,1.03936
1463,9.04618,1.04354
1462,8.95517,1.04793
1461,8.89081,1.05106
1460,8.83522,1.05378
1459,8.79994,1.05552
1458,8.76989,1.05701
1457,8.76539,1.05723
1456,8.75927,1.05753
1455,8.76414,1.05729
1454,8.79942,1.05555
1453,8.84656,1.05323
1452,8.90577,1.05033
1451,8.97858,1.04679
1450,9.0689,1.04245
1449,9.16788,1.03773
1448,9.2844,1.03225
1447,9.42244,1.02584
1446,9.56935,1.01912
1445,9.75163,1.01092
1444,9.94337,1.00247
1443,10.15987,0.99311
1442,10.38995,0.98339
1441,10.65143,0.97259
1440,10.94241,0.96089
1439,11.24431,0.94907
1438,11.58582,0.93607
1437,11.97325,0.92179
1436,12.36258,0.90789
1435,12.83491,0.89161
1434,13.34663,0.87463
1433,13.86516,0.85808
1432,14.47649,0.83934
1431,15.11457,0.8206
1430,15.85307,0.79989
1429,16.60073,0.77987
1428,17.48422,0.75735
1427,18.44461,0.73413
1426,19.41037,0.71197
1425,20.55916,0.68699
1424,21.757,0.6624
1423,23.10784,0.63624
1422,24.57732,0.60947
1421,26.09574,0.58343
1420,27.76099,0.55657
1419,29.52707,0.52978
1418,31.5053,0.50162
1417,33.5767,0.47396
1416,35.7504,0.44672
1415,38.02618,0.41992
1414,40.30347,0.39466
1413,42.70419,0.36953
1412,44.98667,0.34692
1411,47.27353,0.32538
1410,49.35506,0.30667
1409,51.42946,0.28879
1408,53.25448,0.27364
1407,54.6095,0.26273
1406,55.82755,0.25315
1405,56.50271,0.24793
1404,56.88408,0.24501
1403,56.85575,0.24523
1402,56.40503,0.24868
1401,55.55106,0.25531
1400,54.47047,0.26384
1399,53.18149,0.27424
1398,51.6944,0.28656
1397,50.0421,0.30066
1396,48.19451,0.317
1395,46.40123,0.33347
1394,44.64442,0.35023
1393,42.92085,0.36733
1392,41.1248,0.3859
1391,39.54964,0.40286
1390,37.92583,0.42106
1389,36.44982,0.4383
1388,35.01119,0.45579
1387,33.73977,0.47186
1386,32.48261,0.48835
1385,31.36567,0.50355
1384,30.29706,0.5186
1383,29.24797,0.5339
1382,28.41135,0.54651
1381,27.59557,0.55916
1380,26.82329,0.57149
1379,26.17938,0.58204
1378,25.56254,0.5924
1377,25.03888,0.60139
1376,24.53409,0.61023
1375,24.12491,0.61753
1374,23.74398,0.62445
1373,23.44624,0.62993
1372,23.17278,0.63502
1371,22.9306,0.63958
1370,22.75115,0.643
1369,22.6398,0.64513
1368,22.52985,0.64724
1367,22.49993,0.64782
1366,22.49291,0.64795
1365,22.47004,0.6484
1364,22.5541,0.64677
1363,22.66121,0.64472
1362,22.75166,0.64299
1361,22.96992,0.63884
1360,23.21007,0.63432
1359,23.42571,0.63031
1358,23.7014,0.62523
1357,23.9983,0.61982
1356,24.31405,0.61414
1355,24.72922,0.60679
1354,25.15136,0.59944
1353,25.61163,0.59156
1352,26.05424,0.58412
1351,26.58771,0.57532
1350,27.09264,0.56715
1349,27.61714,0.55882
1348,28.19028,0.5499
1347,28.76684,0.54111
1346,29.38666,0.53185
1345,30.00555,0.5228
1344,30.6396,0.51372
1343,31.24212,0.50526
1342,31.89846,0.49623
1341,32.55285,0.48741
1340,33.16156,0.47936
1339,33.84789,0.47047
1338,34.47326,0.46252
1337,35.1134,0.45453
1336,35.73457,0.44691
1335,36.38225,0.43911
1334,36.9975,0.43183
1333,37.66954,0.42401
1332,38.30496,0.41674
1331,38.96055,0.40937
1330,39.60489,0.40225
1329,40.24866,0.39525
1328,40.89408,0.38834
1327,41.58451,0.38107
1326,42.31989,0.37346
1325,43.04024,0.36613
1324,43.74692,0.35905
1323,44.53547,0.35129
1322,45.33044,0.34361
1321,46.15167,0.33581
1320,47.03182,0.32761
1319,47.97714,0.31897
1318,48.90119,0.31068
1317,49.88084,0.30207
1316,50.86274,0.2936
1315,51.9005,0.28483
1314,53.00793,0.27566
1313,54.13447,0.26653
1312,55.20029,0.25806
1311,56.36253,0.24901
1310,57.43074,0.24086
1309,58.56292,0.23238
1308,59.61201,0.22467
1307,60.6078,0.21747
1306,61.6004,0.21042
1305,62.3791,0.20496
1304,63.11784,0.19985
1303,63.67381,0.19604
1302,64.14272,0.19285
1301,64.43075,0.19091
1300,64.56931,0.18997
1299,64.57008,0.18997
1298,64.34047,0.19152
1297,63.96473,0.19406
1296,63.44981,0.19757
1295,62.80649,0.202
1294,62.04374,0.2073
1293,61.11044,0.21388
1292,60.0464,0.22151
1291,58.95855,0.22945
1290,57.74118,0.23851
1289,56.51746,0.24782
1288,55.20952,0.25799
1287,53.94682,0.26803
1286,52.74197,0.27784
1285,51.55258,0.28775
1284,50.36168,0.2979
1283,49.24609,0.30763
1282,48.12331,0.31764
1281,47.0881,0.32709
1280,46.10704,0.33623
1279,45.22488,0.34462
1278,44.45687,0.35206
1277,43.72552,0.35927
1276,43.06675,0.36586
1275,42.45142,0.37211
1274,41.89598,0.37783
1273,41.38639,0.38314
1272,40.90235,0.38825
1271,40.44683,0.39312
1270,39.95846,0.39839
1269,39.49406,0.40347
1268,39.00784,0.40885
1267,38.46705,0.41491
1266,37.905,0.4213
1265,37.28176,0.4285
1264,36.58215,0.43673
1263,35.77968,0.44636
1262,34.91175,0.45703
1261,33.94284,0.46925
1260,32.98104,0.48174
1259,31.85065,0.49688
1258,30.74467,0.51223
1257,29.58016,0.529
1256,28.40611,0.54659
1255,27.19159,0.56557
1254,26.05608,0.58409
1253,24.91385,0.60356
1252,23.83762,0.62274
1251,22.83246,0.64145
1250,21.83109,0.66092
1249,20.93678,0.67909
1248,20.12873,0.69618
1247,19.39844,0.71223
1246,18.73848,0.72727
1245,18.11011,0.74208
1244,17.55236,0.75566
1243,17.04418,0.76842
1242,16.55924,0.78096
1241,16.13185,0.79232
1240,15.69022,0.80437
1239,15.23532,0.81715
1238,14.71425,0.83226
1237,14.08902,0.85112
1236,13.36889,0.8739
1235,12.54113,0.90166
1234,11.58348,0.93616
1233,10.50781,0.97849
1232,9.38372,1.02762
1231,8.20499,1.08592
1230,7.07586,1.15022
1229,6.0688,1.2169
1228,5.15968,1.28738
1227,4.39468,1.35707
1226,3.70742,1.43093
1225,3.06422,1.51368
1224,2.48506,1.60466
1223,2.01593,1.69552
1222,1.64222,1.78457
1221,1.32406,1.87809
1220,1.07045,1.97043
1219,0.8678,2.06158
1218,0.69963,2.15513
1217,0.56708,2.24636
1216,0.46405,2.33344
1215,0.38059,2.41954
1214,0.31197,2.50588
1213,0.25736,2.58946
1212,0.21226,2.67313
1211,0.17502,2.75691
1210,0.14567,2.83664
1209,0.12161,2.91504
1208,0.10182,2.99215
1207,0.0853,3.06906
1206,0.0719,3.14329
1205,0.06021,3.2203
1204,0.05053,3.29643
1203,0.04301,3.36647
1202,0.03634,3.43961
1201,0.03082,3.51121
1200,0.02614,3.58276
1199,0.0215,3.66749
1198,0.01801,3.74447
1197,0.01539,3.81274
1196,0.01316,3.88068
1195,0.01108,3.9556
1194,0.00953,4.02113
1193,0.00815,4.08874
1192,0.00687,4.16288
1191,0.00599,4.22258
1190,0.00504,4.29776
1189,0.00441,4.35519
1188,0.00377,4.42423
1187,0.00324,4.48969
1186,0.00274,4.56216
1185,0.00241,4.61802
1184,0.00202,4.69509
1183,0.00179,4.74751
1182,0.00159,4.79824
1181,0.00139,4.85719
1180,0.00124,4.90715
1179,0.00111,4.95319
1178,8.59E-04,5.0661
1177,8.16E-04,5.08834
1176,7.40E-04,5.13048
1175,5.22E-04,5.28233
1174,4.41E-04,5.35509
1173,4.24E-04,5.37308
1172,3.85E-04,5.41458
1171,3.09E-04,5.51046
1170,2.80E-04,5.5525
1169,3.37E-04,5.47267
1168,2.43E-04,5.61523
1167,1.04E-04,5.98395
1166,1.69E-04,5.77156
1165,1.91E-04,5.7192
1164,9.85E-05,6.00671
1163,2.61E-05,6.58328
1162,1.21E-04,5.91549
1161,3.69E-05,6.43319
1160,3.61E-05,6.4423
1159,7.70E-05,6.11373
1158,9.53E-05,6.02092
1157,3.30E-06,7.48161
1156,8.11E-05,6.0909
1155,4.80E-05,6.31881
1154,9.83E-05,6.00747
1153,1.47E-05,6.83404
1152,5.03E-06,7.29835
1151,1.15E-05,6.94064
1150,4.34E-05,6.36297
1149,1.92E-05,6.71605
1148,5.44E-05,6.26472
1147,5.65E-05,6.24798
1146,6.05E-05,6.21843
1145,1.71E-06,7.76709
1144,3.32E-05,6.47886
1143,3.09E-05,6.51019
1142,4.62E-05,6.33534
1141,6.81E-06,7.16673
1140,5.24E-05,6.28099
1139,1.15E-04,5.94045
1138,5.58E-05,6.25314
1137,1.16E-04,5.93519
1136,1.09E-04,5.96199
1135,6.00E-05,6.222
1134,6.87E-05,6.16321
1133,4.30E-05,6.36603
1132,1.09E-05,6.96121
1131,7.46E-05,6.12745
1130,3.19E-05,6.49581
1129,1.63E-04,5.78828
1128,5.02E-05,6.2991
1127,9.71E-06,7.0126
1126,2.15E-05,6.66738
1125,6.86E-05,6.16361
1124,7.27E-05,6.13819
1123,6.49E-05,6.18804
1122,6.29E-05,6.20131
1121,4.66E-05,6.33143
1120,1.85E-04,5.73331
1119,5.52E-05,6.258
1118,1.03E-04,5.98859
1117,1.90E-04,5.72207
1116,4.58E-05,6.33921
1115,4.53E-05,6.34432
1114,2.02E-05,6.69398
1113,3.01E-05,6.52122
1112,1.43E-04,5.84446
1111,1.54E-04,5.81116
1110,1.74E-04,5.75905
1109,3.03E-05,6.51924
1108,1.05E-04,5.97782
1107,1.60E-04,5.79602
1106,8.82E-05,6.05441
1105,3.68E-05,6.43438
1104,6.96E-05,6.15715
1103,3.20E-05,6.49511
1102,7.63E-05,6.11745
1101,1.36E-04,5.86662
1100,7.78E-05,6.10891
1099,1.16E-04,5.93566
1098,4.64E-05,6.33367
1097,1.86E-04,5.73161
1096,8.91E-05,6.05015
1095,1.43E-04,5.84429
1094,6.15E-05,6.21089
1093,1.60E-04,5.79577
1092,1.54E-04,5.81377
1091,4.74E-05,6.32431
1090,7.00E-06,7.15483
1089,1.80E-04,5.7451
1088,2.90E-05,6.53763
1087,4.67E-05,6.33035
1086,5.34E-06,7.27264
1085,1.17E-04,5.93188
1084,1.83E-04,5.73703
1083,7.90E-05,6.10243
1082,5.83E-05,6.23468
1081,8.21E-05,6.08588
1080,5.90E-05,6.22906
1079,7.15E-05,6.14595
1078,1.81E-04,5.74114
1077,1.86E-05,6.7297
1076,1.83E-05,6.73855
1075,7.70E-05,6.11324
1074,4.36E-05,6.36011
1073,1.47E-04,5.83279
1072,2.11E-05,6.67587
1071,1.42E-04,5.84695
1070,1.19E-04,5.92391
1069,1.02E-04,5.9926
1068,1.12E-04,5.95231
1067,4.08E-05,6.38979
1066,1.39E-04,5.85768
1065,9.22E-05,6.03528
1064,1.67E-04,5.77749
1063,1.47E-04,5.83402
1062,8.85E-05,6.05299
1061,2.03E-06,7.6917
1060,2.67E-04,5.57322
1059,5.37E-05,6.27032
1058,1.59E-04,5.79877
1057,1.19E-04,5.92569
1056,3.55E-06,7.44955
1055,6.61E-05,6.17954
1054,9.81E-05,6.00825
1053,1.28E-04,5.89437
1052,4.02E-05,6.39538
1051,1.28E-04,5.89342
1050,1.32E-04,5.87812
1049,4.80E-05,6.31909
1048,1.13E-04,5.94831
1047,8.02E-05,6.09569
1046,7.13E-05,6.14696
1045,6.45E-05,6.19056
1044,4.34E-05,6.36202
1043,4.41E-05,6.35557
1042,7.63E-05,6.11766
1041,3.76E-05,6.42488
1040,1.48E-04,5.83086
1039,1.36E-04,5.86699
1038,1.68E-04,5.7743
1037,6.60E-05,6.18018
1036,4.96E-06,7.30433
1035,5.40E-05,6.26736
1034,2.52E-04,5.59921
1033,1.80E-04,5.7444
1032,1.01E-04,5.99579
1031,1.14E-04,5.94417
1030,1.47E-04,5.83152
1029,8.89E-05,6.05106
1028,8.04E-05,6.09455
1027,8.13E-05,6.08973
1026,1.52E-04,5.81734
1025,1.65E-04,5.78374
1024,1.90E-04,5.72079
1023,8.38E-05,6.07667
1022,1.22E-04,5.91238
1021,1.73E-05,6.76252
1020,9.12E-05,6.03984
1019,1.22E-04,5.91392
1018,9.55E-05,6.0199
1017,1.50E-04,5.82496
1016,1.16E-04,5.93486
1015,1.68E-04,5.77441
1014,1.08E-04,5.96744
1013,8.77E-05,6.05721
1012,2.30E-04,5.63847
1011,9.98E-05,6.00082
1010,1.37E-04,5.86277
1009,1.25E-04,5.90434
1008,1.38E-05,6.85936
1007,8.75E-05,6.05791
1006,9.36E-05,6.02864
1005,1.12E-04,5.94964
1004,9.10E-05,6.04073
1003,6.06E-05,6.21787
1002,1.00E-04,5.99836
1001,4.64E-05,6.33314
1000,1.77E-04,5.7513
999,4.12E-05,6.38548
998,4.06E-05,6.39171
997,1.04E-06,7.9824
996,9.88E-05,6.00505
995,1.58E-04,5.80164
994,1.57E-04,5.80281
993,1.16E-04,5.93697
992,8.29E-05,6.08134
991,1.66E-04,5.78088
990,1.10E-04,5.95952
989,1.97E-04,5.70596
988,1.61E-05,6.79184
987,8.28E-05,6.08202
986,4.34E-05,6.36265
985,8.47E-05,6.07199
984,6.03E-05,6.21953
983,2.20E-04,5.65834
982,5.06E-05,6.29548
981,9.29E-05,6.03182
980,1.46E-05,6.83618
979,1.19E-04,5.92314
978,3.65E-05,6.438
977,1.29E-04,5.8888
976,1.24E-04,5.90712
975,6.78E-05,6.16856
974,1.23E-04,5.91133
973,9.68E-05,6.0142
972,4.42E-05,6.35414
971,7.12E-05,6.14782
970,1.12E-04,5.95211
969,1.28E-04,5.89363
968,1.90E-04,5.72011
967,1.17E-04,5.93296
966,8.64E-05,6.06343
965,9.04E-05,6.04404
964,9.61E-05,6.01732
963,5.02E-05,6.29887
962,6.34E-05,6.19816
961,1.98E-05,6.70432
960,5.69E-05,6.24501
959,4.87E-05,6.3129
958,8.60E-05,6.0653
957,1.01E-04,5.99403
956,1.14E-04,5.94196
955,2.56E-05,6.59177
954,6.75E-05,6.17098
953,8.34E-05,6.07872
952,1.35E-04,5.87073
951,6.25E-05,6.20387
950,7.24E-05,6.14035
949,1.74E-04,5.75984
948,9.79E-05,6.00909
947,1.54E-04,5.8121
946,3.60E-05,6.44338
945,1.62E-04,5.79056
944,1.10E-04,5.96043
943,1.31E-04,5.88228
942,1.36E-04,5.86638
941,1.52E-04,5.8174
940,1.84E-04,5.73635
939,1.77E-04,5.75285
938,2.02E-04,5.69544
937,2.04E-04,5.6907
936,2.52E-04,5.59836
935,2.89E-04,5.53877
934,3.80E-04,5.4204
933,2.84E-04,5.54633
932,3.68E-04,5.43367
931,4.49E-04,5.34821
930,4.27E-04,5.36976
929,4.75E-04,5.32338
928,5.60E-04,5.25217
927,4.96E-04,5.3049
926,6.25E-04,5.20389
925,6.52E-04,5.18599
924,7.11E-04,5.14816
923,7.65E-04,5.11607
922,8.50E-04,5.07059
921,8.73E-04,5.05888
920,0.00114,4.94139
