Wavelength (nm),% Transmission,,
2207,62.71183395,,
2206,62.70436096,,
2205,62.76076508,,
2204,62.77571869,,
2203,62.90924072,,
2202,62.98248291,,
2201,63.05000687,,
2200,63.159729,,
2199,63.23535919,,
2198,63.40622711,,
2197,63.56838989,,
2196,63.70568848,,
2195,63.85060501,,
2194,64.07120514,,
2193,64.19112396,,
2192,64.46546173,,
2191,64.66303253,,
2190,64.9937973,,
2189,65.29079437,,
2188,65.56866455,,
2187,65.9737854,,
2186,66.43134308,,
2185,66.84767914,,
2184,67.2483139,,
2183,67.66159058,,
2182,68.20276642,,
2181,68.57565308,,
2180,69.01948547,,
2179,69.55388641,,
2178,69.98555756,,
2177,70.44071198,,
2176,70.79722595,,
2175,71.20212555,,
2174,71.5556488,,
2173,71.85786438,,
2172,72.06325531,,
2171,72.32048035,,
2170,72.41621399,,
2169,72.61083984,,
2168,72.63942719,,
2167,72.89427185,,
2166,73.02083588,,
2165,73.22846985,,
2164,73.6424942,,
2163,73.96546173,,
2162,74.4960556,,
2161,75.10027313,,
2160,75.62065887,,
2159,76.44264984,,
2158,77.11657715,,
2157,77.87644196,,
2156,78.49184418,,
2155,79.18300629,,
2154,79.78285217,,
2153,80.26126862,,
2152,80.80500031,,
2151,81.21374512,,
2150,81.48356628,,
2149,81.8374176,,
2148,81.90690613,,
2147,82.07107544,,
2146,82.03407288,,
2145,81.90834808,,
2144,81.70129395,,
2143,81.43848419,,
2142,81.12297821,,
2141,80.83919525,,
2140,80.42892456,,
2139,80.02767944,,
2138,79.59488678,,
2137,79.3265686,,
2136,78.8963089,,
2135,78.64596558,,
2134,78.35883331,,
2133,78.10983276,,
2132,78.01473999,,
2131,77.74038696,,
2130,77.60419464,,
2129,77.39250183,,
2128,76.98435211,,
2127,76.66204071,,
2126,76.25489044,,
2125,75.74460602,,
2124,75.15132904,,
2123,74.71498871,,
2122,74.13335419,,
2121,73.58423615,,
2120,72.9465332,,
2119,72.37979889,,
2118,71.80158997,,
2117,71.14273071,,
2116,70.58013916,,
2115,69.90244293,,
2114,69.34207916,,
2113,68.67150116,,
2112,68.13658142,,
2111,67.51786804,,
2110,67.03037262,,
2109,66.55856323,,
2108,65.92485046,,
2107,65.42972565,,
2106,64.92832184,,
2105,64.4172287,,
2104,63.96418381,,
2103,63.47052383,,
2102,63.09779739,,
2101,62.63755035,,
2100,62.27360916,,
2099,61.85299301,,
2098,61.47925186,,
2097,61.26135635,,
2096,60.87405014,,
2095,60.64406586,,
2094,60.37176895,,
2093,60.23648453,,
2092,59.99763107,,
2091,59.87679291,,
2090,59.72962952,,
2089,59.6490097,,
2088,59.54014587,,
2087,59.40473557,,
2086,59.45370102,,
2085,59.43365097,,
2084,59.47598267,,
2083,59.6078949,,
2082,59.6388092,,
2081,59.83434296,,
2080,59.83685303,,
2079,60.04429626,,
2078,60.30622864,,
2077,60.49783325,,
2076,60.85443497,,
2075,61.06469727,,
2074,61.36097336,,
2073,61.75256348,,
2072,62.1235199,,
2071,62.53512955,,
2070,62.9124527,,
2069,63.43559647,,
2068,63.85731506,,
2067,64.33866119,,
2066,64.86846924,,
2065,65.48182678,,
2064,65.99333191,,
2063,66.59366608,,
2062,67.2072525,,
2061,67.86142731,,
2060,68.5239563,,
2059,69.3026886,,
2058,69.94432068,,
2057,70.63600159,,
2056,71.45754242,,
2055,72.21955872,,
2054,72.972435,,
2053,73.84714508,,
2052,74.57056427,,
2051,75.34339142,,
2050,76.15466309,,
2049,77.06262207,,
2048,77.81744385,,
2047,78.64143372,,
2046,79.41562653,,
2045,80.23220825,,
2044,81.06200409,,
2043,81.75421143,,
2042,82.52628326,,
2041,83.13549805,,
2040,83.90583038,,
2039,84.56549835,,
2038,84.99081421,,
2037,85.62471008,,
2036,86.15782166,,
2035,86.569664,,
2034,86.98277283,,
2033,87.28437042,,
2032,87.474617,,
2031,87.63950348,,
2030,87.71057129,,
2029,87.71938324,,
2028,87.71092224,,
2027,87.54479218,,
2026,87.45471954,,
2025,87.13580322,,
2024,86.86589813,,
2023,86.48309326,,
2022,86.12335205,,
2021,85.67876434,,
2020,84.99217224,,
2019,84.49062347,,
2018,83.80039978,,
2017,83.19828796,,
2016,82.39866638,,
2015,81.7075119,,
2014,80.86315155,,
2013,80.03569031,,
2012,79.2366333,,
2011,78.32501984,,
2010,77.40275574,,
2009,76.49684906,,
2008,75.62566376,,
2007,74.78224945,,
2006,73.81941986,,
2005,72.96983337,,
2004,72.0736084,,
2003,71.13562012,,
2002,70.31871796,,
2001,69.41954041,,
2000,68.58966064,,
1999,67.80556488,,
1998,67.03056335,,
1997,66.2269516,,
1996,65.49502563,,
1995,64.85359192,,
1994,64.11326599,,
1993,63.49144745,,
1992,62.89631653,,
1991,62.32852173,,
1990,61.70698929,,
1989,61.2502861,,
1988,60.75430679,,
1987,60.31924438,,
1986,59.85940552,,
1985,59.46105576,,
1984,59.11067581,,
1983,58.79590607,,
1982,58.58443451,,
1981,58.30343246,,
1980,58.06574249,,
1979,57.87371445,,
1978,57.73143005,,
1977,57.66436386,,
1976,57.63928223,,
1975,57.57604218,,
1974,57.64957047,,
1973,57.64587402,,
1972,57.79445267,,
1971,57.93529892,,
1970,58.14131546,,
1969,58.31866455,,
1968,58.6241188,,
1967,58.84223557,,
1966,59.16333771,,
1965,59.57582474,,
1964,59.99158096,,
1963,60.4453392,,
1962,60.90683365,,
1961,61.50441742,,
1960,62.10279465,,
1959,62.74949265,,
1958,63.43807983,,
1957,64.13713074,,
1956,64.87213135,,
1955,65.73699951,,
1954,66.62365723,,
1953,67.43749237,,
1952,68.44950104,,
1951,69.28142548,,
1950,70.28607178,,
1949,71.27705383,,
1948,72.27132416,,
1947,73.32846832,,
1946,74.51889038,,
1945,75.48899078,,
1944,76.60092926,,
1943,77.65447998,,
1942,78.76489258,,
1941,79.91238403,,
1940,80.90562439,,
1939,82.08143616,,
1938,82.89911652,,
1937,83.99600983,,
1936,84.80776215,,
1935,85.75,,
1934,86.53938293,,
1933,87.18135071,,
1932,87.93031311,,
1931,88.56374359,,
1930,89.01335907,,
1929,89.36512756,,
1928,89.48734283,,
1927,89.74645996,,
1926,89.62169647,,
1925,89.474617,,
1924,89.25300598,,
1923,88.82904053,,
1922,88.4852829,,
1921,87.80630493,,
1920,87.04573059,,
1919,86.16768646,,
1918,85.1077652,,
1917,84.22644043,,
1916,83.26395416,,
1915,82.10232544,,
1914,80.71502686,,
1913,79.67708588,,
1912,78.28665161,,
1911,77.02294159,,
1910,75.63171387,,
1909,74.42562866,,
1908,73.08355713,,
1907,71.70575714,,
1906,70.37785339,,
1905,69.06044006,,
1904,67.85329437,,
1903,66.61859894,,
1902,65.35652924,,
1901,64.2251358,,
1900,63.02996826,,
1899,61.93178177,,
1898,60.8290863,,
1897,59.9782753,,
1896,58.93681717,,
1895,58.06678009,,
1894,57.15712357,,
1893,56.44109726,,
1892,55.58332825,,
1891,54.90833664,,
1890,54.14664841,,
1889,53.58504105,,
1888,52.99446487,,
1887,52.50506973,,
1886,52.0709877,,
1885,51.61946487,,
1884,51.25871277,,
1883,50.88082123,,
1882,50.66111755,,
1881,50.50135803,,
1880,50.32389069,,
1879,50.19219971,,
1878,50.09749985,,
1877,50.06170273,,
1876,50.15438843,,
1875,50.20626831,,
1874,50.38011169,,
1873,50.52287674,,
1872,50.83606339,,
1871,51.05298233,,
1870,51.52558517,,
1869,51.9546814,,
1868,52.40048218,,
1867,52.93969345,,
1866,53.49688721,,
1865,54.1960907,,
1864,54.81258011,,
1863,55.62713623,,
1862,56.30609512,,
1861,57.28985214,,
1860,58.1868248,,
1859,59.28124237,,
1858,60.2710495,,
1857,61.51071167,,
1856,62.72548294,,
1855,63.91623688,,
1854,65.20468903,,
1853,66.59896088,,
1852,68.02350616,,
1851,69.48238373,,
1850,70.82616425,,
1849,72.28273773,,
1848,73.88154602,,
1847,75.48344421,,
1846,77.03659821,,
1845,78.39853668,,
1844,79.82067871,,
1843,81.16160583,,
1842,82.63378906,,
1841,83.97738647,,
1840,85.16836548,,
1839,86.18824768,,
1838,87.10960388,,
1837,87.85886383,,
1836,88.54374695,,
1835,88.93354034,,
1834,89.16011047,,
1833,89.24887085,,
1832,89.04801941,,
1831,88.85262299,,
1830,88.13459015,,
1829,87.40824127,,
1828,86.41546631,,
1827,85.46923065,,
1826,84.25395966,,
1825,82.88292694,,
1824,81.36374664,,
1823,79.87672424,,
1822,78.4599762,,
1821,76.69000244,,
1820,74.92745972,,
1819,73.25098419,,
1818,71.51580048,,
1817,69.84820557,,
1816,68.24904633,,
1815,66.62627411,,
1814,65.03672028,,
1813,63.47647858,,
1812,61.94958115,,
1811,60.49805832,,
1810,59.25450897,,
1809,57.93099213,,
1808,56.79114914,,
1807,55.56544113,,
1806,54.50325012,,
1805,53.403759,,
1804,52.44963837,,
1803,51.65369415,,
1802,50.79178238,,
1801,50.14675903,,
1800,49.47716522,,
1799,48.88613129,,
1798,48.33305359,,
1797,47.8799057,,
1796,47.57133865,,
1795,47.23174286,,
1794,47.0496254,,
1793,46.79587936,,
1792,46.68983841,,
1791,46.62583542,,
1790,46.66457367,,
1789,46.8112793,,
1788,46.930439,,
1787,47.2324295,,
1786,47.56600571,,
1785,47.9398613,,
1784,48.44284058,,
1783,48.93281174,,
1782,49.54788208,,
1781,50.21599579,,
1780,51.04277039,,
1779,51.87592316,,
1778,52.78552628,,
1777,53.8302536,,
1776,54.94429398,,
1775,56.10624695,,
1774,57.39328766,,
1773,58.78059387,,
1772,60.26615906,,
1771,61.84348297,,
1770,63.44989014,,
1769,65.17780304,,
1768,66.93829346,,
1767,68.91838074,,
1766,70.74591827,,
1765,72.67751312,,
1764,74.62007141,,
1763,76.53767395,,
1762,78.60157776,,
1761,80.42786407,,
1760,82.1339798,,
1759,83.86433411,,
1758,85.18487549,,
1757,86.4776535,,
1756,87.38156891,,
1755,87.96486664,,
1754,88.32208252,,
1753,88.30439758,,
1752,88.04412842,,
1751,87.34064484,,
1750,86.50512695,,
1749,85.22983551,,
1748,83.48612213,,
1747,81.83031464,,
1746,79.92663574,,
1745,77.61151123,,
1744,75.39530182,,
1743,73.11152649,,
1742,70.64564514,,
1741,68.26656342,,
1740,65.87620544,,
1739,63.59122467,,
1738,61.39761353,,
1737,59.25180435,,
1736,57.18483734,,
1735,55.22229004,,
1734,53.38433456,,
1733,51.66562271,,
1732,50.11784363,,
1731,48.56773376,,
1730,47.21365356,,
1729,45.85003662,,
1728,44.66529465,,
1727,43.56964111,,
1726,42.54151154,,
1725,41.62179565,,
1724,40.79238892,,
1723,40.0341568,,
1722,39.37676239,,
1721,38.80596924,,
1720,38.37269592,,
1719,38.01155853,,
1718,37.6906929,,
1717,37.47871399,,
1716,37.32826614,,
1715,37.26448441,,
1714,37.31713104,,
1713,37.40169907,,
1712,37.61212921,,
1711,37.80468369,,
1710,38.17523193,,
1709,38.58708191,,
1708,39.11151886,,
1707,39.66261292,,
1706,40.33308411,,
1705,41.10636902,,
1704,42.03794098,,
1703,43.06759644,,
1702,44.24551392,,
1701,45.47490692,,
1700,46.86252213,,
1699,48.49302292,,
1698,50.20450974,,
1697,52.23123932,,
1696,54.41483688,,
1695,56.61330414,,
1694,59.0582962,,
1693,61.48788452,,
1692,64.09480286,,
1691,66.72680664,,
1690,69.50769043,,
1689,72.36233521,,
1688,75.08250427,,
1687,77.73635101,,
1686,80.35984039,,
1685,82.56060791,,
1684,84.62231445,,
1683,86.12802887,,
1682,87.15031433,,
1681,87.5428772,,
1680,87.37520599,,
1679,86.57981873,,
1678,85.00645447,,
1677,82.83261108,,
1676,80.23033905,,
1675,77.46632385,,
1674,74.38034058,,
1673,71.10676575,,
1672,67.80097198,,
1671,64.31858826,,
1670,61.19431686,,
1669,58.09935379,,
1668,55.32151031,,
1667,52.52968216,,
1666,50.14063644,,
1665,47.81043625,,
1664,45.64527512,,
1663,43.72758102,,
1662,41.985466,,
1661,40.34928513,,
1660,38.8218689,,
1659,37.46144867,,
1658,36.15518188,,
1657,35.07843018,,
1656,34.09006882,,
1655,33.17962265,,
1654,32.43211365,,
1653,31.71429062,,
1652,31.1142292,,
1651,30.62744713,,
1650,30.25949287,,
1649,30.0029583,,
1648,29.79463577,,
1647,29.69027138,,
1646,29.69397545,,
1645,29.81934547,,
1644,30.03394318,,
1643,30.3163147,,
1642,30.74634933,,
1641,31.24244881,,
1640,31.86128235,,
1639,32.67835617,,
1638,33.59577942,,
1637,34.56855011,,
1636,35.75944901,,
1635,37.11415863,,
1634,38.62603378,,
1633,40.3920784,,
1632,42.43133545,,
1631,44.62955475,,
1630,47.07542038,,
1629,49.8587532,,
1628,52.84845734,,
1627,56.12642288,,
1626,59.81503677,,
1625,63.72587204,,
1624,67.68389893,,
1623,71.71762848,,
1622,75.88346863,,
1621,79.90317535,,
1620,83.49279022,,
1619,86.62799835,,
1618,88.8518219,,
1617,90.01218414,,
1616,90.11844635,,
1615,89.01831818,,
1614,86.87582397,,
1613,83.51239777,,
1612,79.41560364,,
1611,75.04923248,,
1610,70.40930176,,
1609,65.63931274,,
1608,61.00675583,,
1607,56.53371811,,
1606,52.4114418,,
1605,48.72170258,,
1604,45.28946686,,
1603,42.21150208,,
1602,39.44401169,,
1601,36.92494202,,
1600,34.65948868,,
1599,32.74233246,,
1598,31.03841019,,
1597,29.53941536,,
1596,28.19538498,,
1595,27.11752701,,
1594,26.11301231,,
1593,25.2617569,,
1592,24.60248566,,
1591,24.01599884,,
1590,23.53392982,,
1589,23.20140839,,
1588,22.95515633,,
1587,22.79615021,,
1586,22.79186249,,
1585,22.89607048,,
1584,23.09031105,,
1583,23.43409729,,
1582,23.88806725,,
1581,24.52378082,,
1580,25.2455349,,
1579,26.19150543,,
1578,27.30680466,,
1577,28.59832001,,
1576,30.12024689,,
1575,32.04327393,,
1574,34.25450897,,
1573,36.69300842,,
1572,39.66350937,,
1571,43.08804703,,
1570,47.05160522,,
1569,51.5462265,,
1568,56.77038574,,
1567,62.27325058,,
1566,68.22340393,,
1565,74.2820282,,
1564,79.98825836,,
1563,84.799263,,
1562,88.4034729,,
1561,89.61992645,,
1560,88.39045715,,
1559,85.08876801,,
1558,79.83771515,,
1557,73.60336304,,
1556,66.39319611,,
1555,59.3432312,,
1554,53.05830383,,
1553,47.10591888,,
1552,41.88904953,,
1551,37.38092422,,
1550,33.45187759,,
1549,30.0503006,,
1548,27.17468452,,
1547,24.86059952,,
1546,22.76032639,,
1545,21.05666924,,
1544,19.59666824,,
1543,18.32901764,,
1542,17.29963112,,
1541,16.43696785,,
1540,15.73043346,,
1539,15.15992546,,
1538,14.72319031,,
1537,14.38338947,,
1536,14.14287567,,
1535,14.02734184,,
1534,13.99584961,,
1533,14.09701538,,
1532,14.3014431,,
1531,14.62137985,,
1530,15.09207344,,
1529,15.70633698,,
1528,16.46288109,,
1527,17.48054314,,
1526,18.70956802,,
1525,20.22354126,,
1524,22.239851,,
1523,24.69278336,,
1522,27.71277046,,
1521,31.45333481,,
1520,36.11022949,,
1519,41.89588547,,
1518,49.05035782,,
1517,57.70234299,,
1516,67.05500793,,
1515,76.28466797,,
1514,83.60740662,,
1513,86.50514221,,
1512,84.04712677,,
1511,76.34319305,,
1510,65.9108963,,
1509,55.77624893,,
1508,46.18301392,,
1507,38.13902664,,
1506,31.53338432,,
1505,26.15977478,,
1504,21.99328232,,
1503,18.73274612,,
1502,16.26771355,,
1501,14.21021557,,
1500,12.61813354,,
1499,11.33257484,,
1498,10.25758648,,
1497,9.428664207,,
1496,8.768761635,,
1495,8.249423027,,
1494,7.825394154,,
1493,7.524400234,,
1492,7.319001198,,
1491,7.211627007,,
1490,7.188325405,,
1489,7.26237154,,
1488,7.425437927,,
1487,7.709042072,,
1486,8.128762245,,
1485,8.723459244,,
1484,9.528248787,,
1483,10.54782486,,
1482,11.99985027,,
1481,13.92517376,,
1480,16.62652397,,
1479,20.57538033,,
1478,26.11506653,,
1477,33.87926865,,
1476,45.09192276,,
1475,59.59740448,,
1474,73.74316406,,
1473,79.55651855,,
1472,70.61327362,,
1471,54.66136169,,
1470,39.17901993,,
1469,27.76955414,,
1468,20.12812042,,
1467,14.96658897,,
1466,11.36217785,,
1465,8.905680656,,
1464,7.26125145,,
1463,5.97083807,,
1462,5.048201084,,
1461,4.349921227,,
1460,3.855593204,,
1459,3.47203207,,
1458,3.102620363,,
1457,2.831518173,,
1456,2.645974874,,
1455,2.542846203,,
1454,2.519924641,,
1453,2.58881402,,
1452,2.786447287,,
1451,3.229881048,,
1450,3.937402248,,
1449,5.075200081,,
1448,5.90599966,,
1447,7.813371181,,
1446,10.63059235,,
1445,14.60867119,,
1444,21.70417023,,
1443,32.63291168,,
1442,46.12773514,,
1441,46.50370789,,
1440,30.13331032,,
1439,17.1745472,,
1438,10.46392727,,
1437,7.001878262,,
1436,5.098845959,,
1435,4.071558475,,
1434,2.745574713,,
1433,1.935899019,,
1432,1.143629074,,
1431,0.709752679,,
1430,0.484427303,,
1429,0.364389956,,
1428,0.286864221,,
1427,0.237578154,,
1426,0.206401527,,
1425,0.185204655,,
1424,0.174688101,,
1423,0.177437544,,
1422,0.246390373,,
1421,0.472758532,,
1420,0.775481284,,
1419,1.095318198,,
1418,1.436001778,,
1417,1.769822836,,
1416,2.102202177,,
1415,2.434215069,,
1414,2.700966835,,
1413,2.690163136,,
1412,2.44666028,,
1411,2.116747856,,
1410,1.776969075,,
1409,1.411461949,,
1408,1.052202106,,
1407,0.713350952,,
1406,0.377757728,,
1405,0.134965465,,
1404,0.04413354,,
1403,0.016200354,,
1402,0.00702529,,
1401,0.004138191,,
1400,0.002907056,,
1399,0.002172219,,
1398,0.001603404,,
1397,0.001239331,,
1396,0.000992046,,
1395,0.000819366,,
1394,0.000682795,,
1393,0.000605616,,
1392,0.000565515,,
1391,0.000557731,,
1390,0.00044852,,
1389,0.000443964,,
1388,0.000420564,,
1387,0.000394759,,
1386,0.000459319,,
1385,0.000363831,,
1384,0.000360249,,
1383,0.000356996,,
1382,0.000374638,,
1381,0.000383194,,
1380,0.000393868,,
1379,0.000371522,,
1378,0.000314738,,
1377,0.000426849,,
1376,0.000300702,,
1375,0.000409804,,
1374,0.000326451,,
1373,0.000368775,,
1372,0.00036422,,
1371,0.000332477,,
1370,0.000304738,,
1369,0.000382346,,
1368,0.00029044,,
1367,0.000290346,,
1366,0.000308218,,
1365,0.00030736,,
1364,0.000273514,,
1363,0.000314203,,
1362,0.000230181,,
1361,0.000292371,,
1360,0.000306796,,
1359,0.00037042,,
1358,0.000323352,,
1357,0.000304176,,
1356,0.000331348,,
1355,0.000354914,,
1354,0.000297568,,
1353,0.000363343,,
1352,0.000304266,,
1351,0.000349821,,
1350,0.000319767,,
1349,0.000373055,,
1348,0.00032836,,
1347,0.000342719,,
1346,0.00038591,,
1345,0.000398678,,
1344,0.000287403,,
1343,0.000343275,,
1342,0.000298463,,
1341,0.000302237,,
1340,0.00032395,,
1339,0.000385342,,
1338,0.000353616,,
1337,0.000410224,,
1336,0.000314737,,
1335,0.000321234,,
1334,0.000337303,,
1333,0.000362828,,
1332,0.000395585,,
