Wavelength (nm),% Transmission,,
1205,88.3061,,
1204,88.35951,,
1203,88.36441,,
1202,88.40135,,
1201,88.44261,,
1200,88.46872,,
1199,88.5012,,
1198,88.53534,,
1197,88.54278,,
1196,88.60133,,
1195,88.65678,,
1194,88.70153,,
1193,88.75542,,
1192,88.82834,,
1191,88.90267,,
1190,88.93764,,
1189,88.9789,,
1188,89.03319,,
1187,89.12277,,
1186,89.16815,,
1185,89.2006,,
1184,89.23826,,
1183,89.29791,,
1182,89.36249,,
1181,89.38424,,
1180,89.39878,,
1179,89.44989,,
1178,89.4913,,
1177,89.53962,,
1176,89.56542,,
1175,89.61543,,
1174,89.63628,,
1173,89.66576,,
1172,89.67796,,
1171,89.75331,,
1170,89.7966,,
1169,89.8247,,
1168,89.82163,,
1167,89.82049,,
1166,89.81546,,
1165,89.80504,,
1164,89.79827,,
1163,89.72346,,
1162,89.64638,,
1161,89.54576,,
1160,89.45944,,
1159,89.34772,,
1158,89.24419,,
1157,89.10292,,
1156,88.94966,,
1155,88.81705,,
1154,88.70778,,
1153,88.54082,,
1152,88.42168,,
1151,88.32613,,
1150,88.2421,,
1149,88.19678,,
1148,88.19326,,
1147,88.2181,,
1146,88.24452,,
1145,88.33791,,
1144,88.46957,,
1143,88.58229,,
1142,88.72878,,
1141,88.88211,,
1140,89.0597,,
1139,89.24044,,
1138,89.41855,,
1137,89.55851,,
1136,89.70097,,
1135,89.79598,,
1134,89.88661,,
1133,89.93018,,
1132,89.96923,,
1131,89.94346,,
1130,89.90529,,
1129,89.846,,
1128,89.76807,,
1127,89.68505,,
1126,89.62302,,
1125,89.58529,,
1124,89.60418,,
1123,89.63023,,
1122,89.73305,,
1121,89.88659,,
1120,90.05398,,
1119,90.21379,,
1118,90.34333,,
1117,90.37955,,
1116,90.29834,,
1115,90.12335,,
1114,89.79596,,
1113,89.32536,,
1112,88.77866,,
1111,88.20789,,
1110,87.72017,,
1109,87.44446,,
1108,87.49978,,
1107,87.88477,,
1106,88.5459,,
1105,88.93503,,
1104,88.28605,,
1103,84.75868,,
1102,77.6621,,
1101,66.5352,,
1100,52.22033,,
1099,38.43336,,
1098,26.0404,,
1097,18.09297,,
1096,12.25511,,
1095,8.28872,,
1094,5.71965,,
1093,4.04311,,
1092,2.75378,,
1091,2.02411,,
1090,1.47455,,
1089,1.12596,,
1088,0.90706,,
1087,0.69877,,
1086,0.47419,,
1085,0.36306,,
1084,0.28087,,
1083,0.21626,,
1082,0.20035,,
1081,0.20646,,
1080,0.18072,,
1079,0.08623,,
1078,0.07151,,
1077,0.05682,,
1076,0.02311,,
1075,0.04424,,
1074,0.03814,,
1073,0.00701,,
1072,0.00818,,
1071,0.00387,,
1070,0.00608,,
1069,0.00265,,
1068,0.00199,,
1067,0.00453,,
1066,0.0025,,
1065,0.00179,,
1064,0.000216,,
1063,0.000481,,
1062,0.00901,,
1061,0.00158,,
1060,0.00134,,
1059,0.000149,,
1058,0.000813,,
1057,0.0027,,
1056,0.000116,,
1055,0.000033,,
1054,0.00702,,
1053,0.0073,,
1052,0.000481,,
1051,0.00372,,
1050,0.00422,,
1049,0.00461,,
1048,0.000946,,
1047,0.00669,,
1046,0.00841,,
1045,0.000664,,
1044,0.00257,,
1043,0.00312,,
1042,0.00194,,
1041,0.00269,,
1040,0.00658,,
1039,0.00778,,
1038,0.000714,,
1037,0.000813,,
1036,0.00211,,
1035,0.00239,,
1034,0.00158,,
1033,0.00541,,
1032,0.000033,,
1031,0.00194,,
1030,0.000199,,
1029,0.00193,,
1028,0.000349,,
1027,0.00483,,
1026,0.00068,,
1025,0.00242,,
1024,0.00264,,
1023,0.00083,,
1022,0.000581,,
1021,0.00493,,
1020,0.00098,,
1019,0.00244,,
1018,0.00251,,
1017,0.000199,,
1016,0.00145,,
1015,0.000033,,
1014,0.000897,,
1013,0.000498,,
1012,0.000233,,
1011,0.00166,,
1010,0.00154,,
1009,0.00923,,
1008,0.00143,,
1007,0.00165,,
1006,0.00178,,
1005,0.00344,,
1004,0.0073,,
1003,0.00133,,
1002,0.00387,,
1001,0.00246,,
1000,0.000249,,
999,0.00447,,
998,0.000432,,
997,0.00126,,
996,0.00206,,
995,0.000266,,
994,0.00299,,
993,0.000199,,
992,0.00201,,
991,0.000249,,
990,0.00698,,
989,0.00648,,
988,0.00115,,
987,0.00562,,
986,0.00135,,
985,0.00419,,
984,0.00005,,
983,0.00231,,
982,0.000848,,
981,0.00309,,
980,0.00254,,
979,0.00366,,
978,0.000981,,
977,0.00377,,
976,0.000548,,
975,0.00108,,
974,0.000432,,
973,0.00399,,
972,0.000848,,
971,0.00399,,
970,0.00766,,
969,0.000449,,
968,0.00809,,
967,0.00558,,
966,0.00256,,
965,0.00475,,
964,0.00402,,
963,0.000249,,
962,0.00623,,
961,0.0041,,
960,0.00272,,
959,0.00204,,
958,0.00359,,
957,0.00395,,
956,0.0077,,
955,0.000714,,
954,0.00774,,
953,0.00587,,
952,0.00493,,
951,0.0093,,
950,0.000764,,
949,0.00468,,
948,0.000581,,
947,0.00133,,
946,0.00269,,
945,0.00327,,
944,0.0035,,
943,0.00139,,
942,0.000681,,
941,0.00364,,
940,0.00669,,
939,0.000481,,
938,0.0038,,
937,0.000183,,
936,0.00347,,
935,0.00138,,
934,0.000912,,
933,0.00197,,
932,0.00324,,
931,0.00178,,
930,0.00265,,
929,0.000365,,
928,0.00153,,
927,0.00366,,
926,0.00522,,
925,0.00167,,
924,0.000033,,
923,0.00394,,
922,0.00058,,
921,0.00111,,
920,0.00169,,
919,0.000331,,
918,0.00439,,
917,0.00315,,
916,0.00373,,
915,0.00545,,
914,0.00116,,
913,0.00482,,
912,0.00341,,
911,0.00207,,
910,0.00187,,
909,0.000596,,
908,0.00182,,
907,0.00319,,
906,0.00473,,
905,0.000265,,
904,0.00592,,
903,0.00344,,
902,0.00366,,
901,0.00653,,
900,0.00595,,
899,0.000661,,
898,0.0059,,
897,0.006,,
896,0.000397,,
895,0.00612,,
894,0.00696,,
893,0.00486,,
892,0.00255,,
891,0.00117,,
890,0.00104,,
889,0.000562,,
888,0.00147,,
887,0.00174,,
886,0.0034,,
885,0.00114,,
884,0.000991,,
883,0.00172,,
882,0.00183,,
881,0.00324,,
880,0.00441,,
879,0.00276,,
878,0.000545,,
877,0.00707,,
876,0.00988,,
875,0.000809,,
874,0.00776,,
873,0.00686,,
872,0.00278,,
871,0.00241,,
870,0.00855,,
869,0.00343,,
868,0.00535,,
867,0.00822,,
866,0.00338,,
865,0.00343,,
864,0.0069,,
863,0.00277,,
862,0.00403,,
861,0.00322,,
860,0.00402,,
859,0.00206,,
858,0.00381,,
857,0.0033,,
856,0.00196,,
855,0.00103,,
854,0.000618,,
853,0.00299,,
852,0.00494,,
851,0.00278,,
850,0.00319,,
849,0.00401,,
848,0.00216,,
847,0.00206,,
846,0.00339,,
845,0.00318,,
844,0.00277,,
843,0.00246,,
842,0.000102,,
841,0.00143,,
840,0.00543,,
839,0.00205,,
838,0.00225,,
837,0.00204,,
836,0.00092,,
835,0.00429,,
834,0.0048,,
833,0.00102,,
832,0.00153,,
831,0.00367,,
830,0.00112,,
829,0.000102,,
828,0.00357,,
827,0.000917,,
826,0.00407,,
825,0.00112,,
824,0.00112,,
823,0.000814,,
822,0.00316,,
821,0.000305,,
820,0.00193,,
819,0.00244,,
818,0.00203,,
817,0.000712,,
816,0.00122,,
815,0.00153,,
814,0.00326,,
813,0.000712,,
812,0.000407,,
811,0.000916,,
810,0.00326,,
809,0.00173,,
808,0.000407,,
807,0.00234,,
806,0.00194,,
805,0.00275,,
804,0.000102,,
803,0.000408,,
802,0.000102,,
801,0.00285,,
800,0.00184,,
799,0.00306,,
798,0.000204,,
797,0.000408,,
796,0.00194,,
795,0.00245,,
794,0.00153,,
793,0.00531,,
792,0.00102,,
791,0.000408,,
790,0.000613,,
789,0.00204,,
788,0.00112,,
787,0.00409,,
786,0.00287,,
785,0.000716,,
784,0.00266,,
783,0.0042,,
782,0.000716,,
781,0.0044,,
780,0.00256,,
779,0.000307,,
778,0.00266,,
777,0.00441,,
776,0.00195,,
775,0.0043,,
774,0.00359,,
773,0.00205,,
772,0.00379,,
771,0.00451,,
770,0.000821,,
769,0.00462,,
768,0.00154,,
767,0.000205,,
766,0.00318,,
765,0.00206,,
764,0.00134,,
763,0.0037,,
762,0.00185,,
761,0.000206,,
760,0.00216,,
759,0.00195,,
758,0.000309,,
757,0.00319,,
756,0.000206,,
755,0.000103,,
754,0.00402,,
753,0.00669,,
752,0.00227,,
751,0.00381,,
750,0.00289,,
749,0.00124,,
748,0.00289,,
747,0.00299,,
746,0.000825,,
745,0.00629,,
744,0.00134,,
743,0.00207,,
742,0.00341,,
741,0.00403,,
740,0.000207,,
739,0.00547,,
738,0.00237,,
737,0.000103,,
736,0.00485,,
735,0.00465,,
734,0.000827,,
733,0.0061,,
732,0.000724,,
731,0.000931,,
730,0.00383,,
729,0.00197,,
728,0.00155,,
727,0.00507,,
726,0.00124,,
725,0.00145,,
724,0.00497,,
723,0.00166,,
722,0.00218,,
721,0.00611,,
720,0.00249,,
719,0.00114,,
718,0.00363,,
717,0.000519,,
716,0.00083,,
715,0.00716,,
714,0.00239,,
713,0.00114,,
712,0.00456,,
711,0.00498,,
710,0.000208,,
709,0.000934,,
708,0.00125,,
707,0.000727,,
706,0.00488,,
705,0.00478,,
704,0.000624,,
703,0.00426,,
702,0.00312,,
701,0.000727,,
700,0.00364,,
699,0.0026,,
698,0.00166,,
697,0.00437,,
696,0.000936,,
695,0.000416,,
694,0.00551,,
693,0.00458,,
692,0.000104,,
691,0.00479,,
690,0.00135,,
689,0.000937,,
688,0.0026,,
687,0.000312,,
686,0.00167,,
685,0.00219,,
684,0.00146,,
683,0.000834,,
682,0.00177,,
681,0.00167,,
680,0.00104,,
679,0.00427,,
678,0.000313,,
677,0.00115,,
676,0.00396,,
675,0.00323,,
674,0.00073,,
673,0.00543,,
672,0.000313,,
671,0.00136,,
670,0.000522,,
669,0.0025,,
668,0.00125,,
667,0.00146,,
666,0.000522,,
665,0.0024,,
664,0.0046,,
663,0.00366,,
662,0.000627,,
661,0.00491,,
660,0.000418,,
659,0.000313,,
658,0.000627,,
657,0.000418,,
656,0.000105,,
655,0.00502,,
654,0.000314,,
653,0.000627,,
652,0.00512,,
651,0.00199,,
650,0.00365,,
649,0.00659,,
648,0.00408,,
647,0.00209,,
646,0.00408,,
645,0.000523,,
644,0.00168,,
643,0.00408,,
642,0.000419,,
641,0.000942,,
640,0.00408,,
639,0.00178,,
638,0.000942,,
637,0.00597,,
636,0.00272,,
635,0.00178,,
634,0.00178,,
633,0.000524,,
632,0.00105,,
631,0.0045,,
630,0.000733,,
629,0.000733,,
628,0.00283,,
627,0.00262,,
626,0.00136,,
625,0.00419,,
624,0.00293,,
623,0.000419,,
622,0.00314,,
621,0.00147,,
620,0.00252,,
619,0.0021,,
618,0.0043,,
617,0.000838,,
616,0.00346,,
615,0.00136,,
614,0.00199,,
613,0.00598,,
612,0.0043,,
611,0.00273,,
610,0.00367,,
609,0.000944,,
608,0.000105,,
607,0.00367,,
606,0.00315,,
605,0.000105,,
604,0.0043,,
603,0.00283,,
602,0.000524,,
601,0.00294,,
600,0.00252,,
599,0.000419,,
598,0.00273,,
597,0.00262,,
596,0.0021,,
595,0.00472,,
594,0.00273,,
593,0.00147,,
592,0.00535,,
591,0.00252,,
590,0.00147,,
589,0.00388,,
588,0.00294,,
587,0.00115,,
586,0.00409,,
585,0.00294,,
584,0.00136,,
583,0.00483,,
582,0.00252,,
581,0.00042,,
580,0.00042,,
579,0.00116,,
578,0.00042,,
577,0.0043,,
576,0.0022,,
575,0.000525,,
574,0.00168,,
573,0.00021,,
572,0.00021,,
571,0.00336,,
570,0.000525,,
569,0.000105,,
568,0.000315,,
567,0.00063,,
566,0.00105,,
565,0.00546,,
564,0.00409,,
563,0.00084,,
562,0.000105,,
561,0.00136,,
560,0.00231,,
559,0.000315,,
558,0.00116,,
557,0.00399,,
556,0.00116,,
555,0.000735,,
554,0.00158,,
553,0.000315,,
552,0.00147,,
551,0.00367,,
550,0.00042,,
549,0.00084,,
548,0.000945,,
547,0.002,,
546,0.00063,,
545,0.00483,,
544,0.00189,,
543,0.00021,,
542,0.00021,,
541,0.000946,,
540,0.0021,,
539,0.00368,,
538,0.000525,,
537,0.00042,,
536,0.00186,,
535,0.000736,,
534,0.00158,,
533,0.00536,,
532,0.00315,,
531,0.000105,,
530,0.000105,,
529,0.000631,,
528,0.00158,,
527,0.00473,,
526,0.00284,,
525,0.000421,,
524,0.000421,,
523,0.00147,,
522,0.00147,,
521,0.00284,,
520,0.000105,,
519,0.00161,,
518,0.000632,,
517,0.000948,,
516,0.00221,,
515,0.00421,,
514,0.00137,,
513,0.000105,,
512,0.000738,,
511,0.00285,,
510,0.00316,,
509,0.00411,,
508,0.00253,,
507,0.000316,,
506,0.000633,,
505,0.00232,,
504,0.00348,,
503,0.00506,,
502,0.00327,,
501,0.000949,,
500,0.00285,,
499,0.0038,,
498,0.00295,,
497,0.004,,
496,0.00221,,
495,0.000632,,
494,0.000738,,
493,0.00327,,
492,0.004,,
491,0.00369,,
490,0.00105,,
489,0.000632,,
488,0.00211,,
487,0.00221,,
486,0.00348,,
485,0.00348,,
484,0.000737,,
483,0.000316,,
482,0.00137,,
481,0.00295,,
480,0.00358,,
479,0.00306,,
478,0.00179,,
477,0.000738,,
476,0.00137,,
475,0.00296,,
474,0.00369,,
473,0.00348,,
472,0.000845,,
471,0.00095,,
470,0.00253,,
469,0.00317,,
468,0.00391,,
467,0.00338,,
466,0.00264,,
465,0.00137,,
464,0.00201,,
463,0.00275,,
462,0.00264,,
461,0.00412,,
460,0.0019,,
459,0.00116,,
458,0.00138,,
457,0.00243,,
456,0.00317,,
455,0.00233,,
454,0.000318,,
453,0.0022,,
452,0.000635,,
451,0.00169,,
450,0.00307,,
449,0.00159,,
448,0.000636,,
447,0.00127,,
446,0.00434,,
445,0.00297,,
444,0.00403,,
443,0.00308,,
442,0.00284,,
441,0.00329,,
440,0.00403,,
439,0.0018,,
438,0.00393,,
437,0.00308,,
436,0.000849,,
435,0.00223,,
434,0.00478,,
433,0.00191,,
432,0.0034,,
431,0.0033,,
430,0.000532,,
429,0.00234,,
428,0.00362,,
427,0.00149,,
426,0.00458,,
425,0.00181,,
424,0.000532,,
423,0.00213,,
422,0.00266,,
421,0.000107,,
420,0.00341,,
419,0.00405,,
418,0.00373,,
417,0.0032,,
416,0.00437,,
415,0.00203,,
414,0.00469,,
413,0.00384,,
412,0.00139,,
411,0.00139,,
410,0.00331,,
409,0.00118,,
408,0.00459,,
407,0.00513,,
406,0.000748,,
405,0.00192,,
404,0.00364,,
403,0.000856,,
402,0.000428,,
401,0.00396,,
400,0.00118,,
399,0.00182,,
398,0.00439,,
397,0.003,,
396,0.00578,,
395,0.00204,,
394,0.00182,,
393,0.00171,,
392,0.00418,,
391,0.00182,,
390,0.00354,,
389,0.00354,,
388,0.00322,,
387,0.00343,,
386,0.00601,,
385,0.00333,,
384,0.00118,,
383,0.00161,,
382,0.00161,,
381,0.00172,,
380,0.00344,,
379,0.00527,,
378,0.000859,,
377,0.00279,,
376,0.00493,,
375,0.00268,,
374,0.00183,,
373,0.00247,,
372,0.000107,,
371,0.000537,,
370,0.00301,,
369,0.00301,,
368,0.00452,,
367,0.00291,,
366,0.000646,,
365,0.000646,,
364,0.00291,,
363,0.0028,,
362,0.00302,,
361,0.00334,,
360,0.000215,,
359,0.00215,,
358,0.00409,,
357,0.00323,,
356,0.00345,,
355,0.00313,,
354,0.00097,,
353,0.00377,,
352,0.00475,,
351,0.00227,,
350,0.00464,,
349,0.00539,,
348,0.00173,,
347,0.00496,,
346,0.00518,,
345,0.00238,,
344,0.00583,,
343,0.00421,,
342,0.0013,,
341,0.00389,,
340,0.00346,,
339,0.004,,
338,0.00432,,
337,0.00551,,
336,0.000973,,
335,0.00195,,
334,0.00519,,
333,0.0027,,
332,0.00422,,
331,0.00303,,
330,0.000757,,
329,0.00314,,
328,0.00303,,
327,0.0026,,
326,0.00476,,
325,0.00368,,
324,0.00162,,
323,0.00303,,
322,0.00325,,
321,0.00162,,
320,0.00476,,
319,0.00552,,
318,0.000537,,
317,0.00698,,
316,0.00505,,
315,0.00335,,
314,0.0015,,
313,0.000751,,
312,0.00384,,
311,0.00461,,
310,0.00643,,
309,0.00182,,
308,0.00589,,
307,0.00449,,
306,0.000107,,
305,0.00353,,
304,0.00298,,
303,0.000748,,
302,0.00534,,
301,0.000427,,
300,0.00139,,
299,0.00512,,
298,0.00544,,
297,0.00117,,
296,0.00554,,
295,0.00202,,
294,0.000425,,
293,0.00383,,
292,0.00425,,
291,0.000425,,
290,0.0069,,
289,0.000849,,
288,0.000743,,
287,0.00445,,
286,0.00488,,
285,0.00191,,
284,0.00551,,
283,0.0035,,
282,0.000741,,
281,0.00434,,
280,0.00455,,
279,0.000952,,
278,0.00613,,
277,0.00127,,
276,0.000528,,
275,0.0056,,
274,0.00486,,
273,0.002,,
272,0.00453,,
271,0.00421,,
270,0.002,,
269,0.006,,
268,0.00379,,
267,0.00221,,
266,0.00609,,
265,0.00703,,
264,0.00168,,
263,0.00367,,
262,0.00335,,
261,0.000209,,
260,0.00565,,
259,0.00323,,
258,0.00115,,
257,0.00429,,
256,0.00387,,
255,0.000314,,
254,0.00533,,
253,0.0022,,
252,0.00204,,
251,0.00272,,
250,0.00418,,
249,0.00115,,
248,0.00387,,
247,0.000522,,
246,0.0023,,
245,0.000835,,
244,0.000835,,
243,0.000938,,
242,0.00448,,
241,0.00302,,
240,0.00291,,
239,0.00322,,
238,0.00352,,
237,0.000725,,
236,0.0062,,
235,0.000723,,
234,0.00031,,
233,0.00381,,
232,0.00103,,
231,0.000103,,
230,0.00349,,
229,0.000924,,
228,0.00164,,
227,0.0041,,
226,0.00113,,
225,0.000205,,
224,0.0044,,
223,0.00256,,
222,0.00379,,
221,0.00101,,
220,0.00112,,
219,0.000306,,
218,0.00347,,
217,0.00214,,
216,0.00306,,
215,0.000815,,
214,0.00224,,
213,0.00519,,
212,0.00224,,
211,0.0066,,
210,0.00294,,
209,0.00112,,
208,0.00294,,
207,0.00081,,
206,0.00545,,
205,0.00796,,
204,0.00185,,
203,0.002,,
202,0.00167,,
201,0.00132,,
200,0.00138,,
